Index,IQ,CGPA,Placement
6444,119,5.88,0
6445,90,4.92,0
6446,96,6.79,0
6447,85,6.69,1
6448,120,7.12,1
6449,89,6.34,0
6450,103,6.45,0
6451,73,7.95,1
6452,118,6.19,0
6453,105,8.0,1
6454,117,5.39,1
6455,103,8.52,1
6456,131,4.91,0
6457,107,7.67,0
6458,130,6.82,1
6459,104,6.36,1
6460,120,6.87,0
6461,119,8.2,1
6462,114,6.84,1
6463,118,9.94,1
6464,121,9.33,1
6465,77,7.72,0
6466,84,6.69,0
6467,102,5.7,0
6468,104,4.1,0
6469,84,7.72,0
6470,120,6.23,0
6471,109,5.59,0
6472,94,6.02,0
6473,87,5.03,0
6474,104,7.04,1
6475,105,7.65,1
6476,74,4.35,0
6477,105,8.13,1
6478,104,6.17,1
6479,108,6.05,0
6480,134,6.57,1
6481,117,6.15,0
6482,95,5.41,0
6483,102,7.53,0
6484,114,4.62,0
6485,100,5.64,0
6486,122,8.68,1
6487,109,7.42,1
6488,91,9.35,1
6489,119,8.48,1
6490,89,6.61,0
6491,111,6.56,1
6492,123,6.16,0
6493,105,4.22,0
6494,70,5.98,0
6495,111,5.97,0
6496,88,6.8,1
6497,132,6.87,1
6498,90,5.68,0
6499,97,8.07,1
6500,109,6.94,1
6501,116,5.2,0
6502,119,8.24,1
6503,98,5.82,0
6504,95,4.54,0
6505,110,7.58,1
6506,87,6.87,1
6507,102,6.39,0
6508,111,9.56,1
6509,130,5.3,0
6510,98,4.47,0
6511,100,5.32,0
6512,93,5.83,0
6513,130,5.87,1
6514,117,7.35,0
6515,105,8.6,1
6516,80,7.21,0
6517,100,6.98,1
6518,84,4.63,0
6519,115,4.0,0
6520,93,6.4,0
6521,111,5.02,1
6522,95,6.67,1
6523,108,6.85,1
6524,110,7.45,1
6525,111,8.47,1
6526,118,7.04,1
6527,92,7.25,1
6528,146,8.17,1
6529,93,9.99,1
6530,105,5.46,1
6531,112,5.72,0
6532,109,6.86,0
6533,113,6.43,0
6534,102,6.03,0
6535,105,5.54,0
6536,99,5.62,0
6537,108,6.92,1
6538,118,8.63,1
6539,88,6.42,1
6540,130,9.58,1
6541,117,7.15,1
6542,81,6.7,0
6543,109,6.72,0
6544,118,7.2,0
6545,130,6.76,0
6546,105,6.23,0
6547,75,4.63,0
6548,128,7.29,1
6549,83,7.9,1
6550,114,7.35,1
6551,105,7.34,1
6552,95,5.45,0
6553,102,8.93,1
6554,108,5.77,0
6555,103,9.0,1
6556,93,5.61,0
6557,90,6.94,1
6558,70,8.3,1
6559,113,6.84,0
6560,119,6.09,0
6561,127,4.73,0
6562,103,6.32,1
6563,107,7.44,1
6564,111,6.93,1
6565,105,5.8,1
6566,99,6.63,1
6567,118,6.1,1
6568,106,5.95,0
6569,120,7.06,0
6570,94,9.56,1
6571,79,8.0,0
6572,100,6.04,1
6573,110,7.57,0
6574,109,8.76,1
6575,83,8.02,1
6576,106,7.46,1
6577,105,6.62,1
6578,122,4.82,0
6579,118,4.31,0
6580,102,7.35,0
6581,105,6.63,0
6582,91,8.09,1
6583,112,7.92,0
6584,105,8.43,1
6585,95,6.11,0
6586,124,4.85,1
6587,117,8.98,1
6588,104,8.4,1
6589,138,8.14,1
6590,87,5.99,0
6591,101,8.1,1
6592,120,7.27,1
6593,106,7.46,0
6594,107,5.72,0
6595,138,8.52,1
6596,70,6.91,1
6597,97,8.23,1
6598,102,7.86,1
6599,100,7.74,1
6600,133,7.77,1
6601,104,8.02,1
6602,109,5.52,1
6603,109,9.58,1
6604,116,6.9,0
6605,118,7.09,1
6606,130,5.65,1
6607,101,7.95,1
6608,91,7.86,1
6609,92,6.64,0
6610,118,7.2,1
6611,101,6.63,1
6612,103,8.89,0
6613,70,8.45,1
6614,119,4.12,0
6615,96,5.62,0
6616,104,6.75,1
6617,113,4.0,0
6618,83,7.36,0
6619,105,4.0,0
6620,121,8.77,1
6621,84,8.56,1
6622,103,4.0,0
6623,96,7.28,1
6624,128,6.62,1
6625,128,5.88,0
6626,102,5.4,0
6627,115,8.7,1
6628,100,5.42,1
6629,87,6.5,0
6630,115,4.0,0
6631,94,8.46,1
6632,108,6.62,0
6633,113,6.97,0
6634,77,7.15,1
6635,81,5.07,0
6636,110,5.41,0
6637,77,8.73,0
6638,113,6.75,1
6639,93,6.89,0
6640,75,7.63,0
6641,101,8.22,0
6642,95,4.58,0
6643,125,5.87,1
6644,97,7.6,1
6645,86,4.7,0
6646,102,7.15,1
6647,112,8.14,1
6648,131,6.34,1
6649,108,7.45,0
6650,85,7.24,1
6651,96,6.85,1
6652,87,4.0,0
6653,113,6.64,0
6654,70,5.78,0
6655,119,7.7,1
6656,124,6.34,0
6657,99,5.57,1
6658,89,7.72,0
6659,89,7.8,1
6660,119,7.52,1
6661,106,6.98,0
6662,88,5.85,1
6663,98,8.53,1
6664,118,8.06,1
6665,110,8.73,1
6666,130,4.53,0
6667,109,5.49,0
6668,82,5.88,0
6669,128,6.48,0
6670,117,7.43,0
6671,89,7.53,1
6672,84,4.68,0
6673,132,9.9,1
6674,107,6.33,0
6675,125,9.42,1
6676,103,6.17,0
6677,122,4.96,0
6678,115,6.6,0
6679,107,8.5,1
6680,99,6.7,1
6681,88,5.66,0
6682,94,5.65,1
6683,80,4.0,0
6684,83,4.83,0
6685,118,7.9,1
6686,123,4.0,0
6687,97,5.75,1
6688,79,4.35,0
6689,112,6.99,0
6690,116,7.75,1
6691,87,6.2,1
6692,124,6.34,1
6693,102,7.18,0
6694,70,8.47,1
6695,95,5.31,0
6696,102,8.19,1
6697,93,4.95,0
6698,113,8.28,1
6699,132,4.36,0
6700,76,5.69,0
6701,117,6.04,1
6702,106,7.52,1
6703,98,4.54,0
6704,98,4.98,0
6705,101,7.23,1
6706,112,4.96,0
6707,101,9.24,1
6708,121,8.78,1
6709,105,8.79,1
6710,119,9.28,1
6711,97,7.25,1
6712,109,8.99,1
6713,100,7.04,1
6714,76,5.99,0
6715,126,5.18,0
6716,105,4.0,0
6717,78,8.72,1
6718,129,8.36,1
6719,88,6.53,0
6720,110,5.71,0
6721,108,6.32,0
6722,102,5.66,0
6723,106,7.17,1
6724,103,8.21,1
6725,101,6.63,1
6726,109,5.46,0
6727,114,8.06,1
6728,107,7.87,1
6729,116,5.6,1
6730,99,6.78,0
6731,76,9.21,1
6732,107,8.54,0
6733,97,6.26,1
6734,102,8.83,1
6735,119,6.87,1
6736,73,4.66,0
6737,105,6.51,1
6738,135,5.65,0
6739,105,6.71,0
6740,126,6.46,0
6741,110,6.81,0
6742,94,6.37,0
6743,118,6.67,1
6744,94,4.0,0
6745,105,6.61,0
6746,113,7.54,1
6747,99,6.12,0
6748,93,4.27,0
6749,118,6.6,1
6750,104,8.43,1
6751,113,5.61,1
6752,110,9.45,1
6753,113,7.01,1
6754,116,4.0,0
6755,110,4.3,0
6756,94,6.44,0
6757,100,7.96,1
6758,99,4.91,0
6759,94,5.28,0
6760,93,6.06,0
6761,100,10.0,1
6762,114,4.08,0
6763,88,5.46,0
6764,120,7.28,1
6765,95,8.36,1
6766,107,8.12,1
6767,116,5.17,1
6768,110,8.5,1
6769,74,6.1,1
6770,81,5.15,0
6771,103,7.63,0
6772,100,8.47,1
6773,127,5.31,0
6774,99,5.2,0
6775,113,6.79,1
6776,126,5.14,0
6777,85,5.54,0
6778,113,6.04,1
6779,126,9.47,1
6780,70,7.22,1
6781,108,7.82,1
6782,86,5.56,0
6783,120,5.73,0
6784,109,9.02,1
6785,78,7.71,1
6786,115,5.7,0
6787,90,9.6,1
6788,95,6.58,1
6789,128,5.38,0
6790,106,8.49,1
6791,106,6.36,0
6792,103,4.48,0
6793,108,5.17,0
6794,70,7.88,1
6795,98,7.48,0
6796,113,6.93,1
6797,81,5.65,0
6798,94,8.49,1
6799,114,8.89,1
6800,96,7.08,0
6801,97,5.34,0
6802,101,5.4,0
6803,108,8.16,1
6804,87,4.97,0
6805,110,7.53,1
6806,82,6.8,0
6807,111,7.47,1
6808,119,10.0,1
6809,102,6.36,1
6810,93,7.15,1
6811,76,7.11,1
6812,96,5.0,0
6813,90,6.61,0
6814,114,4.88,0
6815,107,4.87,0
6816,112,7.25,0
6817,108,6.71,0
6818,112,8.94,1
6819,89,5.21,0
6820,108,4.0,0
6821,114,4.28,0
6822,106,6.6,0
6823,102,8.57,1
6824,90,5.31,0
6825,105,7.69,1
6826,74,5.2,0
6827,92,6.21,0
6828,122,6.39,0
6829,94,6.92,1
6830,117,7.92,0
6831,102,8.74,1
6832,122,6.37,1
6833,87,5.26,0
6834,118,6.84,0
6835,105,8.56,1
6836,100,4.48,0
6837,100,8.12,0
6838,91,6.88,1
6839,102,5.35,0
6840,93,6.23,1
6841,88,8.98,1
6842,139,9.22,1
6843,80,6.72,1
6844,85,7.21,1
6845,94,6.51,0
6846,136,6.05,0
6847,107,7.29,1
6848,118,7.17,1
6849,105,6.61,1
6850,104,7.14,1
6851,107,6.47,1
6852,96,7.24,1
6853,107,8.2,1
6854,113,6.85,1
6855,101,7.77,1
6856,84,6.07,1
6857,98,4.0,0
6858,88,6.98,1
6859,116,8.95,1
6860,102,5.34,0
6861,91,4.97,0
6862,73,8.72,1
6863,112,5.24,0
6864,96,7.68,0
6865,89,8.41,1
6866,101,6.95,1
6867,98,7.51,0
6868,97,6.42,1
6869,100,7.39,1
6870,103,7.29,1
6871,97,6.17,0
6872,105,6.98,0
6873,114,6.39,0
6874,87,5.59,1
6875,111,4.07,0
6876,113,5.47,0
6877,98,5.54,0
6878,129,7.38,0
6879,130,5.51,1
6880,82,7.39,1
6881,123,8.44,1
6882,109,7.51,1
6883,104,8.82,1
6884,102,7.13,1
6885,80,6.33,0
6886,93,9.76,1
6887,111,7.59,1
6888,101,8.82,1
6889,120,4.87,0
6890,133,6.78,1
6891,125,8.54,1
6892,96,6.4,1
6893,115,6.09,0
6894,109,8.6,1
6895,82,6.5,0
6896,113,8.09,1
6897,100,6.9,1
6898,95,5.09,0
6899,124,7.49,1
6900,123,5.04,0
6901,110,7.21,1
6902,110,6.24,0
6903,99,4.0,0
6904,94,7.58,1
6905,114,4.0,0
6906,113,6.37,1
6907,77,7.82,1
6908,93,8.19,1
6909,120,9.65,1
6910,93,7.0,0
6911,135,8.35,1
6912,118,5.07,1
6913,90,4.44,0
6914,118,7.44,1
6915,86,5.17,0
6916,101,8.31,1
6917,80,5.83,1
6918,70,7.59,1
6919,103,8.68,0
6920,98,7.6,1
6921,109,7.76,1
6922,103,6.96,0
6923,96,8.73,1
6924,128,4.95,0
6925,87,6.99,0
6926,96,8.77,1
6927,97,6.19,0
6928,119,6.05,0
6929,96,4.94,0
6930,100,5.04,0
6931,112,7.77,1
6932,75,7.45,1
6933,91,5.04,0
6934,128,6.09,0
6935,114,7.04,1
6936,114,9.78,1
6937,86,4.0,0
6938,119,6.95,1
6939,117,9.18,1
6940,98,6.89,1
6941,101,6.89,0
6942,125,6.34,0
6943,91,7.72,1
6944,101,8.66,1
6945,103,6.75,0
6946,92,6.53,0
6947,119,6.93,1
6948,129,7.91,1
6949,90,5.19,0
6950,84,6.39,0
6951,126,6.44,1
6952,109,5.3,0
6953,104,6.76,1
6954,92,5.78,1
6955,80,7.28,1
6956,116,6.43,0
6957,116,7.69,1
6958,131,6.76,1
6959,99,4.61,0
6960,103,7.51,1
6961,99,4.0,0
6962,107,5.77,0
6963,116,5.47,0
6964,127,5.79,0
6965,70,4.73,0
6966,123,4.89,1
6967,99,8.13,1
6968,111,5.88,0
6969,106,6.45,1
6970,105,6.61,0
6971,106,7.11,0
6972,99,5.32,0
6973,96,7.88,1
6974,91,6.8,1
6975,102,5.78,0
6976,117,8.06,1
6977,116,4.0,0
6978,102,7.0,1
6979,125,5.31,0
6980,110,7.67,1
6981,85,8.1,1
6982,125,6.53,0
6983,125,9.48,1
6984,93,7.93,0
6985,113,6.44,0
6986,94,7.47,0
6987,100,6.22,0
6988,118,7.58,0
6989,107,8.06,1
6990,70,6.42,0
6991,115,6.71,1
6992,88,7.16,1
6993,82,10.0,1
6994,105,5.64,0
6995,106,7.42,1
6996,97,7.59,1
6997,98,7.33,1
6998,93,6.18,0
6999,122,7.09,1
7000,142,6.77,1
7001,97,7.33,1
7002,119,5.5,0
7003,135,7.11,1
7004,90,7.51,1
7005,118,6.44,0
7006,130,8.3,1
7007,70,7.22,1
7008,88,6.79,1
7009,106,6.04,0
7010,107,5.57,0
7011,86,8.6,1
7012,125,6.58,1
7013,106,6.68,1
7014,96,6.29,0
7015,115,6.73,1
7016,88,5.18,0
7017,95,7.65,1
7018,70,9.31,1
7019,93,6.76,1
7020,132,5.53,0
7021,94,6.91,0
7022,131,6.24,1
7023,106,5.43,0
7024,125,7.06,1
7025,123,6.91,1
7026,127,5.48,1
7027,101,8.93,1
7028,110,6.75,1
7029,100,8.73,1
7030,86,5.78,0
7031,127,8.56,1
7032,95,8.67,1
7033,137,5.84,0
7034,98,5.3,0
7035,116,8.5,0
7036,107,7.53,1
7037,87,8.31,0
7038,90,4.2,0
7039,141,5.38,0
7040,121,5.02,1
7041,92,8.18,1
7042,107,5.62,1
7043,95,5.43,0
7044,113,7.49,1
7045,105,6.69,0
7046,107,5.98,0
7047,110,5.94,0
7048,117,5.47,0
7049,77,8.95,1
7050,97,8.67,1
7051,87,7.8,1
7052,95,6.07,0
7053,101,4.15,0
7054,131,5.55,1
7055,87,7.66,1
7056,122,5.05,0
7057,126,7.51,1
7058,97,7.11,1
7059,109,5.05,0
7060,123,7.25,1
7061,96,8.46,1
7062,123,8.82,1
7063,97,6.58,0
7064,126,8.43,1
7065,83,4.44,0
7066,118,6.69,0
7067,88,5.11,0
7068,94,7.54,0
7069,81,8.05,1
7070,88,4.53,0
7071,107,9.48,1
7072,126,7.2,1
7073,106,7.63,0
7074,97,7.48,1
7075,89,5.24,0
7076,87,6.21,0
7077,89,6.09,0
7078,108,6.1,1
7079,113,8.4,1
7080,97,5.84,0
7081,99,6.0,0
7082,94,7.08,0
7083,109,7.75,1
7084,133,6.82,0
7085,100,6.89,0
7086,101,5.38,0
7087,95,6.02,0
7088,94,7.72,1
7089,116,8.63,1
7090,117,6.33,0
7091,98,6.49,1
7092,115,7.39,1
7093,105,7.41,1
7094,82,5.29,0
7095,104,6.21,0
7096,101,7.58,1
7097,105,7.14,1
7098,108,7.52,1
7099,90,10.0,1
7100,102,7.75,1
7101,96,5.4,0
7102,128,5.35,0
7103,90,4.77,0
7104,90,5.83,1
7105,111,8.1,1
7106,103,6.18,1
7107,107,6.0,0
7108,94,6.56,0
7109,85,4.0,0
7110,132,6.37,0
7111,73,5.39,0
7112,101,10.0,1
7113,130,6.44,1
7114,136,6.65,0
7115,85,6.37,1
7116,135,4.99,0
7117,77,6.2,0
7118,112,7.62,1
7119,113,6.86,1
7120,77,6.03,1
7121,123,6.66,1
7122,110,6.42,1
7123,134,9.87,1
7124,110,9.01,1
7125,115,5.21,0
7126,122,5.79,1
7127,81,9.61,1
7128,107,7.51,1
7129,125,6.07,1
7130,121,8.5,1
7131,96,5.37,0
7132,74,4.0,1
7133,114,6.97,1
7134,107,8.2,1
7135,107,7.12,1
7136,124,6.18,1
7137,106,9.09,1
7138,88,5.53,0
7139,128,9.03,1
7140,108,4.0,0
7141,121,6.74,1
7142,106,5.7,0
7143,101,8.1,1
7144,92,4.65,0
7145,124,6.16,0
7146,131,6.01,1
7147,103,6.84,1
7148,128,7.67,1
7149,102,7.22,1
7150,85,8.49,1
7151,105,6.8,1
7152,90,7.27,1
7153,101,6.65,1
7154,90,4.54,0
7155,114,4.5,0
7156,109,5.41,0
7157,99,6.66,0
7158,78,8.21,1
7159,101,7.64,1
7160,88,6.17,0
7161,111,7.74,1
7162,99,6.57,1
7163,79,6.09,1
7164,105,8.72,1
7165,93,8.59,1
7166,119,5.3,0
7167,121,7.21,1
7168,104,7.66,0
7169,114,8.22,1
7170,87,6.75,0
7171,116,5.3,0
7172,125,6.8,0
7173,93,6.04,0
7174,126,6.7,1
7175,108,7.96,1
7176,127,7.89,0
7177,96,7.12,1
7178,110,4.33,0
7179,118,7.51,1
7180,107,6.08,0
7181,99,7.78,1
7182,126,7.87,1
7183,80,6.4,0
7184,102,5.83,0
7185,120,7.47,1
7186,80,6.88,0
7187,127,4.63,0
7188,120,6.53,1
7189,81,5.47,0
7190,105,8.05,1
7191,108,7.98,1
7192,80,7.34,1
7193,102,6.03,1
7194,112,10.0,1
7195,127,7.3,1
7196,107,5.09,0
7197,75,5.59,0
7198,122,8.8,1
7199,107,8.18,1
7200,111,5.64,0
7201,98,7.41,1
7202,118,7.29,1
7203,132,4.67,0
7204,100,7.6,1
7205,94,7.48,0
7206,112,6.04,1
7207,122,8.11,1
7208,95,6.41,0
7209,90,5.3,0
7210,109,5.72,0
7211,126,7.3,1
7212,85,6.29,1
7213,113,8.38,1
7214,108,8.8,1
7215,110,10.0,1
7216,120,6.86,1
7217,91,7.05,0
7218,78,5.36,0
7219,115,6.78,1
7220,90,6.83,0
7221,107,4.69,0
7222,113,6.49,0
7223,95,7.5,1
7224,102,5.61,0
7225,101,7.65,1
7226,131,8.59,1
7227,92,7.47,1
7228,103,7.4,0
7229,113,5.83,0
7230,119,8.17,1
7231,71,7.85,1
7232,131,7.48,0
7233,116,6.03,0
7234,108,9.24,1
7235,96,8.28,1
7236,83,5.83,0
7237,110,8.2,1
7238,96,6.84,1
7239,82,5.4,0
7240,99,6.84,0
7241,109,8.41,1
7242,113,7.86,1
7243,83,7.16,1
7244,103,7.48,1
7245,89,9.37,0
7246,112,4.47,0
7247,112,9.07,1
7248,90,5.84,0
7249,88,8.61,1
7250,102,6.25,0
7251,115,9.11,1
7252,103,7.41,1
7253,107,7.07,1
7254,83,4.77,0
7255,120,6.33,0
7256,96,6.61,0
7257,102,5.7,1
7258,131,6.1,1
7259,97,6.98,0
7260,120,5.34,0
7261,100,7.76,0
7262,95,5.97,0
7263,112,8.07,1
7264,100,5.14,0
7265,77,6.16,0
7266,116,6.82,1
7267,103,5.35,0
7268,93,5.2,0
7269,113,4.39,1
7270,93,6.28,1
7271,113,7.42,1
7272,98,7.38,1
7273,132,7.62,1
7274,97,6.87,1
7275,126,6.25,0
7276,89,7.15,1
7277,113,4.57,0
7278,95,5.65,0
7279,110,7.75,0
7280,112,4.06,0
7281,102,7.01,1
7282,105,6.87,1
7283,101,6.92,1
7284,103,6.76,1
7285,124,5.25,0
7286,87,5.88,0
7287,120,4.84,0
7288,109,10.0,1
7289,101,4.0,0
7290,110,6.26,0
7291,107,5.48,0
7292,127,7.72,1
7293,95,6.77,0
7294,118,7.09,1
7295,113,7.35,1
7296,112,8.0,1
7297,101,6.03,0
7298,80,5.52,0
7299,97,8.99,1
7300,108,7.18,1
7301,96,6.49,0
7302,122,8.68,1
7303,123,7.05,1
7304,122,7.48,1
7305,119,6.51,1
7306,118,6.68,1
7307,114,5.7,0
7308,125,5.46,0
7309,92,8.23,1
7310,99,9.89,1
7311,115,7.71,1
7312,90,7.07,1
7313,98,7.45,1
7314,98,6.72,0
7315,78,7.89,1
7316,105,5.42,0
7317,121,6.8,0
7318,108,5.07,0
7319,86,5.48,0
7320,102,6.31,1
7321,91,8.21,1
7322,102,6.13,1
7323,100,4.84,0
7324,117,7.22,1
7325,100,6.29,1
7326,100,5.88,0
7327,105,6.09,0
7328,133,8.43,1
7329,116,9.4,1
7330,96,7.35,1
7331,90,6.4,0
7332,77,5.05,0
7333,110,4.9,0
7334,122,6.9,1
7335,96,5.67,1
7336,110,5.14,1
7337,128,5.51,1
7338,97,6.8,0
7339,73,4.75,0
7340,94,8.2,1
7341,113,4.87,0
7342,89,9.46,1
7343,103,4.38,0
7344,111,6.99,1
7345,107,7.11,1
7346,113,6.11,0
7347,117,7.19,1
7348,83,8.9,1
7349,119,7.05,1
7350,123,7.16,1
7351,102,7.79,0
7352,97,5.02,0
7353,112,5.95,0
7354,92,8.04,1
7355,120,6.32,1
7356,113,6.62,1
7357,96,8.81,1
7358,112,7.11,0
7359,114,9.09,1
7360,101,7.67,1
7361,103,6.37,0
7362,93,5.2,0
7363,101,6.4,0
7364,91,8.97,1
7365,129,7.76,1
7366,129,5.85,1
7367,95,7.53,1
7368,102,4.56,0
7369,82,5.49,0
7370,122,7.32,1
7371,97,5.72,0
7372,82,7.15,1
7373,90,9.0,1
7374,115,6.12,0
7375,114,7.01,1
7376,101,6.09,0
7377,86,8.09,1
7378,114,5.89,0
7379,118,7.01,1
7380,91,5.78,0
7381,121,6.95,1
7382,126,5.82,0
7383,92,4.0,0
7384,98,8.06,1
7385,107,4.0,0
7386,108,6.63,0
7387,123,8.42,1
7388,89,8.18,1
7389,134,6.84,1
7390,86,5.01,0
7391,104,5.07,1
7392,84,7.63,1
7393,99,5.0,0
7394,98,7.24,1
7395,116,6.12,0
7396,119,5.49,0
7397,104,7.22,0
7398,96,6.25,1
7399,104,5.44,0
7400,101,7.13,1
7401,106,5.62,0
7402,116,5.2,0
7403,113,8.03,1
7404,98,4.95,0
7405,124,10.0,1
7406,104,5.51,0
7407,107,10.0,1
7408,121,7.14,1
7409,70,7.87,1
7410,94,6.35,0
7411,94,6.82,0
7412,106,4.72,0
7413,88,5.9,1
7414,80,5.65,0
7415,83,9.29,1
7416,97,5.7,1
7417,83,4.0,0
7418,102,6.93,1
7419,124,4.71,0
7420,112,5.17,0
7421,106,5.33,0
7422,94,5.59,0
7423,107,5.05,0
7424,97,6.51,0
7425,107,5.78,0
7426,77,6.48,0
7427,112,5.44,0
7428,89,7.64,1
7429,108,7.17,0
7430,109,5.66,0
7431,100,6.63,1
7432,94,7.22,1
7433,119,4.62,0
7434,118,8.14,1
7435,109,5.86,0
7436,98,5.53,0
7437,112,5.19,0
7438,99,6.7,1
7439,115,6.87,1
7440,78,8.61,1
7441,128,7.07,1
7442,114,4.8,0
7443,102,5.58,0
7444,84,6.81,1
7445,89,9.52,1
7446,92,4.52,0
7447,101,7.9,1
7448,87,9.14,1
7449,101,7.03,0
7450,83,7.02,1
7451,112,5.76,0
7452,129,8.52,1
7453,122,6.7,0
7454,89,5.47,0
7455,88,4.9,0
7456,109,6.87,1
7457,104,4.97,0
7458,89,7.71,0
7459,94,6.29,0
7460,107,6.83,0
7461,77,5.35,0
7462,78,5.79,0
7463,96,6.33,0
7464,93,6.15,0
7465,79,6.16,1
7466,98,4.0,0
7467,116,8.02,0
7468,127,5.72,0
7469,94,8.13,1
7470,112,6.91,1
7471,90,9.34,1
7472,111,7.33,1
7473,125,6.61,0
7474,131,6.71,1
7475,99,4.97,1
7476,120,6.63,0
7477,120,4.31,0
7478,102,7.15,1
7479,104,9.26,1
7480,120,7.9,1
7481,102,9.77,1
7482,94,7.04,0
7483,93,6.12,0
7484,102,4.94,0
7485,138,6.49,0
7486,93,7.25,0
7487,95,7.44,1
7488,135,7.18,1
7489,100,6.09,0
7490,70,6.66,0
7491,112,6.07,1
7492,104,4.54,0
7493,77,8.37,1
7494,91,7.73,1
7495,89,4.0,0
7496,93,8.33,1
7497,94,9.32,1
7498,70,6.12,0
7499,93,6.6,1
7500,108,8.31,1
7501,113,7.08,1
7502,100,6.39,0
7503,120,6.69,1
7504,98,6.92,1
7505,88,7.3,0
7506,100,8.44,1
7507,109,8.84,1
7508,100,10.0,1
7509,97,7.92,1
7510,81,8.72,0
7511,141,6.11,1
7512,84,8.24,1
7513,117,8.16,1
7514,85,6.73,0
7515,97,7.19,0
7516,91,7.35,1
7517,94,7.9,1
7518,98,6.9,1
7519,107,7.54,1
7520,103,6.73,1
7521,100,8.68,1
7522,79,10.0,1
7523,124,8.77,1
7524,102,7.2,1
7525,134,5.61,0
7526,106,6.65,1
7527,125,8.13,1
7528,99,8.29,1
7529,128,6.96,1
7530,103,6.9,1
7531,137,8.98,1
7532,113,6.09,1
7533,91,7.33,1
7534,75,6.85,1
7535,103,7.3,1
7536,93,8.25,1
7537,110,6.03,0
7538,70,7.98,1
7539,89,5.48,0
7540,127,6.8,0
7541,101,5.36,0
7542,100,5.5,1
7543,106,7.1,1
7544,110,6.27,1
7545,116,6.04,1
7546,92,8.65,1
7547,110,6.54,1
7548,118,5.94,0
7549,70,5.57,0
7550,123,5.79,0
7551,98,4.93,0
7552,119,7.51,0
7553,84,6.94,0
7554,117,7.16,0
7555,129,4.29,0
7556,113,5.06,0
7557,80,4.0,1
7558,95,7.7,1
7559,106,5.38,0
7560,91,5.09,0
7561,106,6.0,0
7562,115,6.1,0
7563,113,7.17,1
7564,114,7.44,1
7565,140,5.0,0
7566,119,7.0,1
7567,107,8.72,1
7568,125,8.44,1
7569,114,6.74,1
7570,76,5.38,0
7571,117,6.51,0
7572,119,7.02,1
7573,111,7.48,1
7574,117,4.89,0
7575,76,7.85,0
7576,111,4.73,0
7577,87,7.88,1
7578,102,6.42,0
7579,124,6.82,1
7580,99,6.98,1
7581,95,6.05,0
7582,118,4.88,0
7583,98,6.35,1
7584,102,7.86,1
7585,87,4.22,0
7586,88,4.47,0
7587,89,5.72,0
7588,80,5.04,0
7589,101,5.55,0
7590,127,7.17,1
7591,102,7.21,0
7592,90,7.17,0
7593,128,9.53,1
7594,122,4.0,0
7595,94,6.46,0
7596,102,7.08,1
7597,99,5.28,0
7598,112,9.49,1
7599,85,7.7,1
7600,105,6.69,1
7601,92,9.89,1
7602,102,9.34,0
7603,103,8.19,1
7604,93,4.0,0
7605,90,7.02,1
7606,137,5.32,0
7607,108,7.93,1
7608,71,6.78,0
7609,88,7.44,0
7610,70,6.05,0
7611,106,6.34,1
7612,115,9.09,1
7613,93,4.25,0
7614,129,7.94,1
7615,101,5.95,1
7616,100,7.73,1
7617,120,7.51,1
7618,116,4.05,0
7619,105,7.1,1
7620,111,6.0,1
7621,112,7.01,1
7622,117,7.09,1
7623,104,7.68,1
7624,112,6.93,1
7625,123,7.83,1
7626,89,6.04,1
7627,109,9.78,0
7628,101,6.7,1
7629,93,5.19,0
7630,120,10.0,1
7631,99,5.72,1
7632,117,5.57,1
7633,119,7.34,1
7634,91,4.17,0
7635,115,9.76,1
7636,139,7.96,1
7637,108,8.01,1
7638,114,8.44,1
7639,104,6.56,1
7640,87,5.84,0
7641,106,6.02,1
7642,116,7.32,0
7643,112,6.17,0
7644,119,5.95,1
7645,102,4.89,0
7646,100,4.0,0
7647,102,8.45,1
7648,116,8.47,1
7649,104,4.6,0
7650,102,5.39,0
7651,72,6.2,0
7652,98,5.79,0
7653,74,7.8,1
7654,100,6.42,1
7655,114,6.73,1
7656,113,7.5,1
7657,121,6.84,1
7658,126,7.62,1
7659,103,8.53,1
7660,99,6.32,0
7661,118,7.33,0
7662,114,6.58,0
7663,94,7.41,1
7664,97,7.56,1
7665,86,7.3,0
7666,103,8.53,1
7667,110,6.47,0
7668,117,4.0,0
7669,99,7.36,1
7670,103,5.59,0
7671,129,5.61,0
7672,105,6.76,1
7673,86,6.05,0
7674,125,7.15,1
7675,85,5.08,0
7676,88,6.95,0
7677,99,5.45,0
7678,86,9.21,1
7679,102,5.54,0
7680,100,7.34,1
7681,89,8.22,1
7682,97,5.28,0
7683,89,8.23,0
7684,113,6.69,1
7685,103,8.31,0
7686,98,5.75,0
7687,94,4.32,0
7688,129,7.15,1
7689,100,6.73,0
7690,112,6.94,0
7691,108,4.0,0
7692,83,6.67,1
7693,105,7.61,1
7694,81,8.17,0
7695,98,7.86,1
7696,115,5.41,0
7697,119,8.88,1
7698,70,6.52,1
7699,101,7.27,0
7700,117,5.17,0
7701,128,5.52,0
7702,111,5.14,0
7703,121,7.83,1
7704,107,5.94,0
7705,102,6.61,1
7706,91,7.2,0
7707,94,6.63,0
7708,116,4.0,0
7709,85,6.23,0
7710,137,6.96,0
7711,119,6.48,1
7712,113,4.0,1
7713,98,8.51,1
7714,80,8.57,0
